automaton,device,traverser,evaluator,layout,reference_impl,x_size,y_size,steps,rounds,warmup_rounds,x_tile_size,y_tile_size,cuda_block_size_x,cuda_block_size_y,seed,word_size,temporal_steps,temporal_tile_size_y,average_time_ms,average_time_per_cell_ps,std_time_ms,rounds_had_same_checksums,checksum
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16352,16352,128,5,1,0,0,32,2,42,64,16,32,19.739232,0.576738,0.006962,true,1337377-1328430-1337902-1335381-1342664-1339469-1318482-1326565-1325137-1327205-1353329-1325057-1321471-1312479-1327638-1333798
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16224,16432,119,5,1,0,0,32,2,42,64,17,32,21.172909,0.667398,0.004664,true,1325233-1323662-1330961-1348496-1340860-1354073-1326286-1345681-1358112-1331423-1344092-1346041-1349884-1345434-1346350-1354926
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16224,16432,126,5,1,0,0,32,2,42,64,18,32,22.397882,0.666788,0.006961,true,1311621-1314056-1322096-1332318-1328628-1344696-1308139-1335536-1347260-1322146-1336524-1336384-1339372-1335914-1338349-1354768
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16224,16432,120,5,1,0,0,32,2,42,64,20,32,21.290567,0.665515,0.002408,true,1323050-1323929-1329341-1346502-1340571-1353034-1324000-1343564-1357573-1328649-1343483-1343629-1347489-1343768-1345550-1354062
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16224,16432,110,5,1,0,0,32,2,42,64,22,32,19.486905,0.664510,0.005267,true,1344416-1345301-1348741-1366529-1356186-1362293-1343510-1354955-1367278-1350458-1352057-1360482-1365174-1357615-1362806-1359533
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16224,16432,120,5,1,0,0,32,2,42,64,24,32,21.232307,0.663694,0.003601,true,1323050-1323929-1329341-1346502-1340571-1353034-1324000-1343564-1357573-1328649-1343483-1343629-1347489-1343768-1345550-1354062
brian,CUDA,,,,baseline,16384,16384,128,5,1,0,0,32,4,42,0,0,0,396.707312,11.545702,0.401482,true,1370182-1335317-1332633-1347082-1348520-1322570-1344908-1333174-1321475-1342236-1347135-1335328-1331246-1335809-1337049-1330515
brian,CUDA,simple,standard,standard,,16384,16384,128,5,1,0,0,32,4,42,0,0,0,407.054327,11.846840,0.393327,true,1370182-1335317-1332633-1347082-1348520-1322570-1344908-1333174-1321475-1342236-1347135-1335328-1331246-1335809-1337049-1330515
brian,CUDA,simple,bit_array,bit_array,,16384,16384,128,5,1,0,0,32,4,42,32,0,0,423.077393,12.313173,0.325956,true,1370182-1335317-1332633-1347082-1348520-1322570-1344908-1333174-1321475-1342236-1347135-1335328-1331246-1335809-1337049-1330515
brian,CUDA,simple,bit_planes,bit_planes,,16384,16384,128,5,1,0,0,32,4,42,32,0,0,16.336884,0.475466,0.029363,true,1370182-1335317-1332633-1347082-1348520-1322570-1344908-1333174-1321475-1342236-1347135-1335328-1331246-1335809-1337049-1330515
